;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
2785;2853;2021-06-29;Rubitech;ФНС;;Никитин;Антоновский
2786;2854;2021-06-29;Abitech;;;Никитин;Антоновский
2787;2855;2021-06-29;DataPro;"ПАО ""СБЕРБАНК""";;Никитин;Антоновский
2788;2856;2021-06-29;Ostankino;;;Турков;Антоновский
2789;2857;2021-06-29;DataRK;Газпромнефть;;Толоко;Антоновский
2790;2858;2021-06-29;Marvel;Яндекс;;Толоко;Антоновский
2791;2859;2021-06-30;Infoserv;mail.ru;;Толоко;Неудачин
2792;2860;2021-06-30;Selectel;;;Никитин;Антоновский
2793;2861;2021-06-30;Paladin;;;Турков;Антоновский
2794;2862;2021-06-30;Elektronnaya Moscow;;;Никитин;Антоновский
2795;2863;2021-06-30;DClogic;X5retail;;Турков;Неудачин
2796;2864;2021-07-01;Vybos;;;Толоко;Антоновский
2797;2865;2021-07-01;Rubitech;Налог-сервис;;Никитин;Неудачин
2798;2866;2021-07-01;Rubitech;Налог-сервис;;Никитин;Неудачин
2799;2867;2021-07-01;IMAQLIQ;;;Никитин;Неудачин
2800;2868;2021-07-02;Miran;;;Никитин;Антоновский
2801;2869;2021-07-02;Rubitech;ЗаАГС;;Никитин;Антоновский
2802;2870;2021-07-02;Iteco;НТВ;;Никитин;Антоновский
2803;2871;2021-07-02;It-Lanit;Роскартография;;Шуляк;Неудачин
2804;2872;2021-07-05;Selectel;;;Никитин;Неудачин
2805;2873;2021-07-05;Alfacom;;;Никитин;Неудачин
2806;2874;2021-07-05;Marvel;Селектел;;Никитин;Неудачин
2807;2875;2021-07-05;ITER;ООО «Тасеевское»;;Филипчук;Неудачин
2808;2876;2021-07-05;Marvel;ГК ВБК-Дубна, дворец культуры Октябрь;;Толоко;Неудачин
2809;2877;2021-07-05;StepLogic;СБЕР;Марвел;Толоко;Неудачин
2810;2878;2021-07-05;StepLogic;СБЕР;Марвел;Толоко;Неудачин
2811;2879;2021-07-05;Яндекс-маркет;;Марвел;Толоко;Юль
2812;2880;2021-07-05;Croc;ООО «Фрито Лей Мануфактуринг»;;Никитин;Неудачин
2813;2881;2021-07-06;Icore;АСЭ;;Толоко;Неудачин
2814;2882;2021-07-06;DataPro;;;Никитин;Неудачин
2815;2883;2021-07-06;Marvel;Яндекс;;Толоко;Неудачин
2816;2884;2021-07-06;Merlion;Яндекс;;Толоко;Неудачин
2817;2885;2021-07-06;Infoserv;Яндекс;;Толоко;Неудачин
2818;2886;2021-07-06;IVS;Яндекс;;Толоко;Неудачин
2819;2887;2021-07-06;Marvel;Яндекс;;Толоко;Неудачин
2820;2888;2021-07-06;Merlion;Яндекс;;Толоко;Неудачин
2821;2889;2021-07-06;Infoserv;Яндекс;;Толоко;Неудачин
2822;2890;2021-07-06;IVS;Яндекс;;Толоко;Неудачин
2823;2891;2021-07-07;NTC Sphere;"АО ""ВНИИАЭС""";;Филипчук;Неудачин
2824;2892;2021-07-07;Marvel;Digi Data;;Толоко;Неудачин
2825;2893;2021-07-07;Digi Data;;;Толоко;Неудачин
2826;2894;2021-07-07;NTC Sphere;Мегафон;;Шуляк;Неудачин
2827;2895;2021-07-07;Yandex;;Марвел;Толоко;
2828;2896;2021-07-08;Marvel;Яндекс;;Толоко;Неудачин
2829;2897;2021-07-08;Merlion;Яндекс;;Толоко;Неудачин
2830;2898;2021-07-08;Infoserv;Яндекс;;Толоко;Неудачин
2831;2899;2021-07-08;IVS;Яндекс;;Толоко;Неудачин
2832;2900;2021-07-08;IVK;РусБИТех;;Толоко;Неудачин
2833;2901;2021-07-08;Selectel;;;Никитин;Неудачин
2834;2902;2021-07-08;It-Lanit;Лахта центр;;Филипчук;Неудачин
2835;2903;2021-07-09;RosRezerv;Росрезерв;;Шуляк;Юль
2836;2904;2021-07-09;Wizard;ООО «ТНГ-Групп»;;Турков;Неудачин
2837;2905;2021-07-09;Marvel;Энергоперспектива, Новосибирск-ЕВРАЗ;;Толоко;Неудачин
2838;2906;2021-07-09;USSB;ПАО ММК;;Никитин;Неудачин
2839;2907;2021-07-09;O2;;;Шуляк;Неудачин
2840;2908;2021-07-12;Marvel;АО «Ангарская нефтехимическая компания»;;Толоко;Неудачин
2841;2909;2021-07-12;Marvel;КРОСТ. Фабрика Мажино;;Толоко;Неудачин
2842;2910;2021-07-12;Rubitech;ФНС;;Никитин;Неудачин
2843;2911;2021-07-12;T1-Integration;ПАО ВТБ;;Турков;Неудачин
2844;2912;2021-07-12;It-Lanit;ГПН Хантос;;Филипчук;Неудачин
2845;2913;2021-07-12;Informsvyaz;ФТС;;Толоко;Неудачин
2846;2914;2021-07-13;Jet;Ростех;;Никитин;Неудачин
2847;2915;2021-07-13;Selectel;;Марвел;Никитин;Неудачин
2848;2916;2021-07-13;Atlas Technologies;Многовершинное;;Толоко;Неудачин
2849;2917;2021-07-13;Merlion;ФТС;;Толоко;Неудачин
2850;2918;2021-07-14;Tela Telecom;"ООО Новый Импульс-50 (интернет
магазин Утконос)";;Турков;Неудачин
2851;2919;2021-07-14;Inline;ПАО МТС;;Шуляк;Неудачин
2852;2920;2021-07-14;Antek;Росатом;;Филипчук;Неудачин
2853;2921;2021-07-14;IBS;Магнит, ООО Тандер;;Турков;Неудачин
2854;2922;2021-07-14;ITSET;ФК Открытие;;Турков;Неудачин
2855;2923;2021-07-15;Comita;Газпром Информ;;Филипчук;Неудачин
2856;2924;2021-07-15;Aquarius;;;Толоко;Неудачин
2857;2925;2021-07-15;Marvel;ДСИО (Иркутск);;Толоко;Неудачин
2858;2926;2021-07-16;It-Lanit;Газпромнефть ИТО;Марвел;Филипчук;Неудачин
2859;2927;2021-07-16;Comita;Газпром Информ;;Филипчук;Неудачин
2860;2928;2021-07-16;Ixcellerate;;;Толоко;Неудачин
2861;2929;2021-07-19;Marvel;Рубитех;;Толоко;Антоновский
2862;2930;2021-07-19;Beltel;Русдрагмет;Марвел;Толоко;Антоновский
2863;2931;2021-07-19;PROF-IT GROUP;Русдрагмет;;Толоко;Антоновский
2864;2932;2021-07-19;Marvel;Sinteza;;Толоко;Антоновский
2865;2933;2021-07-19;IP Youdin;ПИК Модуль;;Шуляк;Антоновский
2866;2934;2021-07-19;Rubitech;ФНС;;Никитин;Неудачин
2867;2935;2021-07-20;Softline;Ростех сити;;Никитин;Антоновский
2868;2936;2021-07-20;DataPro;;;Никитин;Антоновский
2869;2937;2021-07-20;DataRK;МТС;;Толоко;Антоновский
2870;2938;2021-07-20;Xelent;ВКонтакте;;Шуляк;Антоновский
2871;2939;2021-07-21;Yandex;;;Толоко;Антоновский
2872;2940;2021-07-21;It-Lanit;Ixcellerate;;Шуляк;Антоновский
2873;2941;2021-07-21;19 inch;;;Шуляк;Антоновский
2874;2942;2021-07-21;Marvel;Orange Business Services;;Толоко;Антоновский
2875;2943;2021-07-21;Marvel;Яндекс;;Толоко;Антоновский
2876;2944;2021-07-21;Merlion;Яндекс;;Толоко;Антоновский
2877;2945;2021-07-21;Infoserv;Яндекс;;Толоко;Антоновский
2878;2946;2021-07-21;IVS;Яндекс;;Толоко;Антоновский
2879;2947;2021-07-21;MES;;;Шуляк;Неудачин
2880;2948;2021-07-21;Volgaproektbezopasnost;Самарское ОДУ;;Толоко;Антоновский
2881;2949;2021-07-21;Paladin;Профхолод;;Турков;Юль
2882;2950;2021-07-21;Marvel;Яндекс;;Толоко;Антоновский
2883;2951;2021-07-21;Merlion;Яндекс;;Толоко;Антоновский
2884;2952;2021-07-21;Infoserv;Яндекс;;Толоко;Антоновский
2885;2953;2021-07-21;IVS;Яндекс;;Толоко;Антоновский
2886;2954;2021-07-21;Vektortelecom;СТС;;Шуляк;Антоновский
2887;2955;2021-07-21;Marvel;Тасеевское;;Шуляк;Антоновский
2888;2956;2021-07-22;Marvel;ЭнНГК;;Шуляк;Антоновский
2889;2957;2021-07-22;ITSET;Миранда-медиа;;Турков;Антоновский
2890;2958;2021-07-22;DataLine;;;Шуляк;Антоновский
2891;2959;2021-07-22;Comita;Газпром Информ;;Филипчук;Антоновский
2892;2960;2021-07-22;Parus;;;Шуляк;Антоновский
2893;2961;2021-07-22;Vybos;ФСБ Царицыно;;Толоко;Антоновский
2894;2962;2021-07-22;Depo;ГКУ Организатор Перевозок Пензенской обл.;;Филипчук;Юль
2895;2963;2021-07-22;Softline;Русдрагмет;;Никитин;Антоновский
2896;2964;2021-07-22;Xelent;;;Никитин;Неудачин
2897;2965;2021-07-23;StepLogic;Сбер;Марвел;Толоко;Антоновский
2898;2966;2021-07-23;StepLogic;Сбер;Марвел;Толоко;Антоновский
2899;2967;2021-07-23;Midict;;;Турков;Неудачин
2900;2968;2021-07-23;GreenMDC;;;Никитин;Антоновский
2901;2969;2021-07-23;Croc;ООО «Фрито Лей Мануфактуринг»;Марвел;Никитин;Неудачин
2902;2970;2021-07-26;Opticom;МИН Обороны;;Филипчук;Антоновский
2903;2971;2021-07-26;Softline;ПАО Корпорация Иркут;Марвел;Толоко;Антоновский
2904;2972;2021-07-26;Bysist;Архивный комплекс Государственного архива Российской Федерации;;Нугманов;Антоновский
2905;2973;2021-07-26;It-Lanit;Газпромнефть Заполярье;;Филипчук;Неудачин
2906;2974;2021-07-26;RSB;;;Филипчук;Антоновский
2907;2975;2021-07-26;DataPro;;Марвел;Никитин;Неудачин
2908;2976;2021-07-27;Rubitech;;;Никитин;Антоновский
2909;2977;2021-07-27;Jet;Банк Микро кредит/Банк Успромстройбанк;;Филипчук;Антоновский
2910;2978;2021-07-27;Vybos;Красное село;;Толоко;Антоновский
2911;2979;2021-07-27;Yandex;;Марвел;Толоко;Юль
2912;2980;2021-07-28;MTU-S;ММТС-9;;Толоко;Неудачин
2913;2981;2021-07-28;Marvel;Гознак;;Толоко;Антоновский
2914;2982;2021-07-28;Communications;Ixcellerate;;Филипчук;Неудачин
2915;2983;2021-07-28;NBS group;ТС Мария-Ра;;Шуляк;Антоновский
2916;2984;2021-07-28;Business System Telecom;МВД;;Шуляк;Антоновский
2917;2985;2021-07-28;ICL;;;Толоко;Антоновский
2918;2986;2021-07-28;Systematic;Росатом;;Филипчук;Антоновский
2919;2987;2021-07-29;Paladin;Профхолод;;Турков;Антоновский
2920;2988;2021-07-29;Ixcellerate;;;Толоко;Антоновский
2921;2989;2021-07-29;It-Lanit;Меретояханефтегаз;Марвел;Филипчук;Антоновский
2922;2990;2021-07-29;Servity;Мин. обороны;;Шуляк;Антоновский
2923;2991;2021-07-29;TransTelecom;;;Никитин;Антоновский
2924;2992;2021-07-29;IVS;;;Никитин;Неудачин
2925;2993;2021-07-29;TransTelecom;;;Никитин;Антоновский
2926;2994;2021-07-29;DataPro;;;Никитин;Неудачин
2927;2995;2021-07-29;DataPro;;;Никитин;Неудачин
2928;2996;2021-07-29;DataPro;;;Никитин;Неудачин
2929;2997;2021-07-29;IVS;"ООО ""СЕГЕЖА ГРУПП - ОЦО""";;Никитин;Неудачин
2930;2998;2021-07-29;DC Consult;Госзнак;;Филипчук;Антоновский
2931;2999;2021-07-29;Selectel;;;Никитин;Неудачин
2932;3000;2021-07-30;Navigator;Централизованная библиотечная система Калининского района;;Шуляк;Антоновский
2933;3001;2021-07-30;Pir;;;Шуляк;Антоновский
2934;3002;2021-07-30;Impuls-Telecom;Гознак;;Толоко;Антоновский
2935;3003;2021-07-30;Gorbyuro;Черногорский горно-рудный комбинат;;Турков;Антоновский
2936;3004;2021-08-02;ICL;;;Толоко;Неудачин
2937;3005;2021-08-02;Selectel;;;Никитин;Неудачин
2938;3006;2021-08-02;Ixcellerate;;;Толоко;Неудачин
2939;3007;2021-08-02;Softline;Сеть аптек Апрель;;Филипчук;Неудачин
2940;3008;2021-08-02;Birga Telecom;DC Development;;Филипчук;Юль
2941;3009;2021-08-03;StepLogic;Сбер;Марвел;Толоко;Неудачин
2942;3010;2021-08-03;Ixcellerate;;;Толоко;Неудачин
2943;3011;2021-08-03;IVS;РМИАЦ Удмуртии;;Никитин;Неудачин
2944;3012;2021-08-03;Yandex;;Марвел;Толоко;Юль
2945;3013;2021-08-03;DataPro;;;Никитин;Неудачин
2946;3014;2021-08-03;Miran;;;Никитин;Неудачин
2947;3015;2021-08-03;Marvel;;;Никитин;Неудачин
2948;3016;2021-08-04;IVK;РЖД;;Толоко;Неудачин
2949;3017;2021-08-04;Selectel;;;Никитин;Неудачин
2950;3018;2021-08-04;NT;ГБУЗ СК Петровская Районная больница. Ставропольский Край;;;Юль
2951;3019;2021-08-04;iautomatica;Мосводоканал;;Филипчук;Юль
2952;3020;2021-08-05;Integross;СБЕР;;Шуляк;Неудачин
2953;3021;2021-08-05;5 element;Гранит электрон;;Турков;Неудачин
2954;3022;2021-08-05;Oberon;;Марвел;Толоко;Неудачин
2955;3023;2021-08-05;DataPro;;Марвел;Никитин;Неудачин
2956;3024;2021-08-05;DataPro;;;Никитин;Неудачин
2957;3025;2021-08-05;DataPro;;;Никитин;Неудачин
2958;3026;2021-08-05;Inart;;;Никитин;Неудачин
2959;3027;2021-08-05;StepLogic;Сбер;Марвел;Толоко;Неудачин
2960;3028;2021-08-06;Stinco;5 канал;;Шуляк;Неудачин
2961;3029;2021-08-06;Rubitech;;;Никитин;Неудачин
2962;3030;2021-08-06;Marvel;ГК Телепорт;;Толоко;Неудачин
2963;3031;2021-08-06;Infoserv;Юмани;;Толоко;Неудачин
2964;3032;2021-08-06;KIT-Systems;КТЗ;;Шуляк;Неудачин
2965;3033;2021-08-09;Technoprom;Министерство цифрового развития;Марвел;Толоко;Неудачин
2966;3034;2021-08-09;Computers and servers;Компьютеры и серверы;;Шуляк;Антоновский
2967;3035;2021-08-09;3data;;;Никитин;Антоновский
2968;3036;2021-08-09;Wizard;Банк Русский Стандарт;;Филипчук;Неудачин
2969;3037;2021-08-09;It-Lanit;Газпромнефть Хантос;;Филипчук;Антоновский
2970;3038;2021-08-09;Hi-Tech;АО «Банк Русский Стандарт;;Филипчук;Антоновский
2971;3039;2021-08-09;Genesis Engineering;;;Шуляк;Неудачин
2972;3040;2021-08-10;Philax;ЦОД Улан-Удэ;Марвел;Толоко;Антоновский
2973;3041;2021-08-10;Ixcellerate;;;Толоко;Антоновский
2974;3042;2021-08-10;Scala-R;Росприроднадзор;;Филипчук;Юль
2975;3043;2021-08-10;Lusix;Джи-Кор Рус;Марвел;Шуляк;Антоновский
2976;3044;2021-08-11;It-Lanit;АО РТИ;;Филипчук;Антоновский
2977;3045;2021-08-12;StepLogic;Сбер;Марвел;Толоко;Антоновский
2978;3046;2021-08-12;Ixcellerate;;;Толоко;Неудачин
2979;3047;2021-08-12;Yandex;Яндекс;Марвел;Толоко;Антоновский
2980;3048;2021-08-12;AMG;ГКУ МО «МОЦ ИКТ»;;Турков;Антоновский
2981;3049;2021-08-12;GreenMDC;РОСЭНЕРГОАТОМ;;Никитин;Антоновский
2982;3050;2021-08-13;NTPK;Вымпелком;;Никитин;Неудачин
2983;3051;2021-08-13;Ixcellerate;;;Толоко;Антоновский
2984;3052;2021-08-13;Inart;Борей;;Толоко;Антоновский
2985;3053;2021-08-16;Netforwork;СБЕР;;Шуляк;Антоновский
2986;3054;2021-08-16;Dinals;РДМ;;Турков;Антоновский
2987;3055;2021-08-16;Vybos;Газпром, поселок Развилка.;;Толоко;Антоновский
2988;3056;2021-08-16;Rubitech;ФНС;;Никитин;Антоновский
2989;3057;2021-08-17;Optima;"АО ""Ново-Широкинский рудник"".";;Филипчук;Антоновский
2990;3058;2021-08-17;Stroytelecom;АО МНОГОВЕРШИННОЕ;;Турков;Антоновский
2991;3059;2021-08-17;CarbonCopy;;Марвел;Толоко;Антоновский
2992;3060;2021-08-18;IBS Platformix;ООО Директ стар;;Турков;Антоновский
2993;3061;2021-08-18;Abitech;;;Никитин;Антоновский
2994;3062;2021-08-18;Lightnet;АО «Многовершинное» ;;Турков;Антоновский
2995;3063;2021-08-18;STI;ЦОД МСК;;Шуляк;Антоновский
2996;3064;2021-08-18;GreenMDC;ЦИТ Якутск;;Никитин;Антоновский
2997;3065;2021-08-18;GreenMDC;Газпром;;Никитин;Антоновский
2998;3066;2021-08-19;Kub;Филиал АО Концерн Росэнергоатом;;Турков;Антоновский
2999;3067;2021-08-19;Prime group;ФГБУ «Центр геодезии, картографии и ИПД»;Марвел;Толоко;Антоновский
3000;3068;2021-08-19;StepLogic;Сбер;Марвел;Толоко;Антоновский
3001;3069;2021-08-20;MaxIT;ФГБОУ ВДЦ Орлёнок;;Турков;Антоновский
3002;3070;2021-08-20;ProF-IT GROUP;Многовершинное.;;Толоко;Антоновский
3003;3071;2021-08-20;Marvel;Рубитех;;Толоко;Антоновский
3004;3072;2021-08-20;DataPro;;;Никитин;Антоновский
3005;3073;2021-08-23;Sammit;ГПМ Партнёр;;Шуляк;Антоновский
3006;3074;2021-08-23;Croc;;;Никитин;Антоновский
3007;3075;2021-08-23;Ixcellerate;;;Толоко;Антоновский
3008;3076;2021-08-24;3Logic;ДЕПАРТАМЕНТ ОБЩЕГО ОБРАЗОВАНИЯ ТОМСКОЙ ОБЛАСТИ;;Шуляк;Антоновский
3009;3077;2021-08-24;Gazprom Inform;;;Филипчук;Антоновский
3010;3078;2021-08-24;It-Lanit;Газпром Информ;;Филипчук;Антоновский
3011;3079;2021-08-24;Modus Trade;;;Никитин;Антоновский
3012;3080;2021-08-25;CBS Engineering;Jysan Bank;;Филипчук;Антоновский
3013;3081;2021-08-25;Technoserv;ПАО ВТБ;;Никитин;Антоновский
3014;3082;2021-08-25;Marvel;НИЦ Курчатовский институт;Марвел;Толоко;Антоновский
3015;3083;2021-08-25;GreenMDC;АкбарсБАнк ;;Никитин;Антоновский
3016;3084;2021-08-25;DataRK;Газпром трансгаз Саратов;;Толоко;Антоновский
3017;3085;2021-08-27;Delta;Связь-Холдинг;;Никитин;Антоновский
3018;3086;2021-08-27;Network technologies;Связь Сервис Телекоммуникации.;Марвел;Толоко;Антоновский
3019;3087;2021-08-27;Delta;;;Никитин;Антоновский
3020;3088;2021-08-27;Selectel;;;Никитин;Антоновский
3021;3089;2021-08-27;Hi-Tech;Нацпром;;Черкашин;Юль
3022;3090;2021-08-27;Galard;ФГБОУ ВО ГАУГН (ВУЗ);;Филипчук;Юль
3023;3091;2021-08-30;Trinity;ТВЭЛ;Марвел;Шуляк;Антоновский
3024;3092;2021-08-30;Bstelecom;Минздрав;;Шуляк;Антоновский
3025;3093;2021-08-30;Icore;Сбер;;Толоко;Антоновский
3026;3094;2021-08-30;DataPro;;;Никитин;Неудачин
3027;3095;2021-08-30;Aquarius;;;Толоко;Неудачин
3028;3096;2021-08-30;NTC Sphere;;;Толоко;Неудачин
3029;3097;2021-08-30;Icore;Сбер;;Толоко;Неудачин
3030;3098;2021-08-31;Merlion;Селектел;;Нугманов;Неудачин
3031;3099;2021-08-31;Grand Motors;Завод Кристалл Тамбовская область;;Турков;Неудачин
3032;3100;2021-08-31;DC Group;Мосводоканал;;Филипчук;Юль
3033;3101;2021-08-31;Briskit;Уральский Горный Университет;;Филипчук;Неудачин
3034;3102;2021-08-31;Technoserv;РТК;;Никитин;Неудачин
3035;3103;2021-08-31;Bulat;Восход;Марвел;Толоко;Неудачин
3036;3104;2021-08-31;AMD Tech;;;Олифер;Неудачин
3037;3105;2021-09-01;Compulink;Комсомольский Нефтеперерабатывающий завод;Марвел;Толоко;Неудачин
3038;3106;2021-09-01;Delta;Галургия;;Никитин;Неудачин
3039;3107;2021-09-01;Marvel;СК Север;Марвел;Филипчук;Неудачин
3040;3108;2021-09-01;MM Svyaz;;;Филипчук;Неудачин
3041;3109;2021-09-02;STI;Sme Russia;;Шуляк;Неудачин
3042;3110;2021-09-02;3data;;;Никитин;Неудачин
3043;3111;2021-09-02;GreenMDC;ЛенЭнерго;;Никитин;Неудачин
3044;3112;2021-09-02;Tempesto;ГринАтом;;Шуляк;Неудачин
3045;3113;2021-09-03;Ixcellerate;;;Толоко;Неудачин
3046;3114;2021-09-03;Aquarius;МИЭТ;;Турков;Неудачин
3047;3115;2021-09-03;Inforcer;Московский Метрополитен;;Толоко;Неудачин
3048;3116;2021-09-03;Rubitech;;;Никитин;Неудачин
3049;3117;2021-09-03;Vybos;НПП Бизнес Связь Холдинг;;Толоко;Неудачин
3050;3118;2021-09-03;IT one;;;Турков;Неудачин
3051;3119;2021-09-06;Selectel;;;Никитин;Неудачин
3052;3120;2021-09-06;Giprotruboprovod;Гипротрубопровод Транснефть;;Шуляк;Неудачин
3053;3121;2021-09-06;Depo;"ГКУ Свердловской
области ""Управление автомобильных дорог""";;Филипчук;Юль
3054;3122;2021-09-07;Bonch IT;;;Турков;Неудачин
3055;3123;2021-09-07;GreenMDC;;;Никитин;Неудачин
3056;3124;2021-09-07;NCI;Мировые судьи Кострома;Марвел;Толоко;Неудачин
3057;3125;2021-09-07;Systematic;Wildberries;;Филипчук;Неудачин
3058;3126;2021-09-08;Tela Telecom;Wildberries;;Турков;Неудачин
3059;3127;2021-09-08;Marvel;;;Никитин;Неудачин
3060;3128;2021-09-08;Galard;МЭИ;;Филипчук;Неудачин
3061;3129;2021-09-09;Spectr-RS;Интелтех;;Толоко;Неудачин
3062;3130;2021-09-10;Ixcellerate;;;Толоко;Неудачин
3063;3131;2021-09-10;Aquarius;;Марвел;Толоко;Неудачин
3064;3132;2021-09-10;Yandex;;Марвел;Толоко;Юль
3065;3133;2021-09-10;Bashkirenergo;;;Турков;Неудачин
3066;3134;2021-09-13;DataPro;;;Никитин;Неудачин
3067;3135;2021-09-13;DataPro;;;Никитин;Неудачин
3068;3136;2021-09-13;Marvel;HLL Qrator Куратор;;Толоко;Неудачин
3069;3137;2021-09-13;BRIGO;Росатом;;Филипчук;Неудачин
3070;3138;2021-09-14;3data;;;Никитин;Неудачин
3071;3139;2021-09-14;ITER;"ООО ""НПК Специальная
металлургия""";Марвел;Филипчук;Неудачин
3072;3140;2021-09-14;Yandex;;Марвел;Толоко;Неудачин
3073;3141;2021-09-14;KDV;Альтаир;Марвел;Толоко;Неудачин
3074;3142;2021-09-14;Yandex;;Марвел;Толоко;Неудачин
3075;3143;2021-09-14;Delta;;;Никитин;Неудачин
3076;3144;2021-09-14;TecForce;;;Турков;Юль
3077;3145;2021-09-15;KIT;ТМХ;;Турков;Неудачин
3078;3146;2021-09-15;ITSET;;;Турков;Неудачин
3079;3147;2021-09-15;IVK;;;Толоко;Неудачин
3080;3148;2021-09-15;Xelent;;;Никитин;Неудачин
3081;3149;2021-09-15;Lenovo;;;Филипчук;Неудачин
3082;3150;2021-09-15;Trinity;Wildberries;;Турков;Неудачин
3083;3151;2021-09-16;IVS;МФЮА;;Толоко;Неудачин
3084;3152;2021-09-16;StepLogic;Сбер;Марвел;Толоко;Неудачин
3085;3153;2021-09-16;StepLogic;Сбер;Марвел;Толоко;Неудачин
3086;3154;2021-09-17;Pir;МЧС;Марвел;Филипчук;Неудачин
3087;3155;2021-09-17;DataPro;;;Никитин;Неудачин
3088;3156;2021-09-17;Aquarius;Межрегиональная инспекция Федеральной налоговой службы по крупнейшим налогоплательщикам № 10;Марвел;Никитин;Неудачин
3089;3157;2021-09-17;YugInformCentr;Министерство Финансов;;Филипчук;Неудачин
3090;3158;2021-09-17;Natsionalnie tekhnologii;;;Никитин;Неудачин
3091;3159;2021-09-17;Impuls-Telecom;Zeppelin;;Толоко;Неудачин
3092;3160;2021-09-17;Rubitech;РЕСО;;Никитин;Неудачин
3093;3161;2021-09-17;StepLogic;Сбер;Марвел;Толоко;Неудачин
3094;3162;2021-09-20;ICL;;;Толоко;Антоновский
3095;3163;2021-09-20;SRV;ЭКСТРАОРДИНАРИ;Марвел;Толоко;Антоновский
3096;3164;2021-09-20;Infosel;Норникель;Марвел;Толоко;Антоновский
3097;3165;2021-09-20;Airnode;;;Никитин;Антоновский
3098;3166;2021-09-20;ITSET;МГППУ;;Турков;Неудачин
3099;3167;2021-09-20;Transtelematika;Мосгортранс;;Турков;Неудачин
3100;3168;2021-09-20;DataPro;;;Никитин;Неудачин
3101;3169;2021-09-21;Infocell;ФГБУ «НМИЦ эндокринологии» Минздрава России;;Филипчук;Антоновский
3102;3170;2021-09-21;Marvel;Газпром Информ;;Филипчук;Антоновский
3103;3171;2021-09-21;Marvel;Газпром Информ;;Филипчук;Антоновский
3104;3172;2021-09-21;Softline; НИМЦ Эндокринологии;;Никитин;Антоновский
3105;3173;2021-09-21;Marvel;Яндекс;;Толоко;Антоновский
3106;3174;2021-09-21;3logic;;;Турков;Антоновский
3107;3175;2021-09-21;Aquarius;МИЭТ;;Турков;Неудачин
3108;3176;2021-09-21;IT Force;"ФКУ ""ГЛАВНОЕ БЮРО МЕДИКО-СОЦИАЛЬНОЙ ЭКСПЕРТИЗЫ ПО РЕСПУБЛИКЕ ТАТАРСТАН""";;Турков;Неудачин
3109;3177;2021-09-22;Marvel;Яндекс;;Толоко;Антоновский
3110;3178;2021-09-22;ITSET;МОЭСК;;Турков;Антоновский
3111;3179;2021-09-22;Softline;КАМАЗ;;Никитин;Неудачин
3112;3180;2021-09-22;Logicsystems;МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ПСИХОЛОГО-ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕ;;Никитин;Антоновский
3113;3181;2021-09-22;Ixcellerate;;;Толоко;Антоновский
3114;3182;2021-09-23;Aquarius;Ростех;Марвел;Толоко;Антоновский
3115;3183;2021-09-23;CTI;"ООО «Розница К-1» (сеть
продуктовых магазинов «Мария-Ра»)";;Турков;Неудачин
3116;3184;2021-09-23;Aquarius;Интега;Марвел;Толоко;Антоновский
3117;3185;2021-09-24;Vybos;Крафтвэй корпорэйшн ПЛС;;Толоко;Антоновский
3118;3186;2021-09-24;ITSET;РТРС;;Турков;Антоновский
3119;3187;2021-09-24;Ixcellerate;;;Толоко;Антоновский
3120;3188;2021-09-25;StepLogic;Сбер;Марвел;Толоко;Антоновский
3121;3189;2021-09-27;StepLogic;Сбер;Марвел;Толоко;Антоновский
3122;3190;2021-09-27;MayGK;Государственное казенное учреждение Нижегородской области «Центр безопасности дорожного движения»;;Никитин;Антоновский
3123;3191;2021-09-27;StepLogic;Сбер;Марвел;Толоко;Антоновский
3124;3192;2021-09-27;Silmatech;АО Сухой;;Турков;Антоновский
3125;3193;2021-09-28;RusStroy;АО «ТРАНСМАШХОЛДИНГ»,;;Толоко;Антоновский
3126;3194;2021-09-28;Aquarius;Интегра;Марвел;Толоко;Антоновский
3127;3195;2021-09-28;RTK Service;Ростелеком (РТК - ЦОД 1 и 2 по адрес;;Филипчук;Антоновский
3128;3196;2021-09-28;RTI;;;Филипчук;Антоновский
3129;3197;2021-09-28;It-Lanit;АО РТИ;;Филипчук;Антоновский
3130;3198;2021-09-28;iFellow;СПБ Биржа;;Филипчук;Антоновский
3131;3199;2021-09-29;GreenMDC;Трансмашхолдинг;;Никитин;Антоновский
3132;3200;2021-09-29;GreenMDC;СК НЕОМЕТРИЯ;;Никитин;Антоновский
3133;3201;2021-09-29;3data;;;Никитин;Антоновский
3134;3202;2021-09-29;ITglobal;Электромеханика;;Турков;Антоновский
3135;3203;2021-09-29;Ixcellerate;ODF рамы. Открытые стойки с дверями и без серии RO.;;Толоко;Антоновский
3136;3204;2021-09-30;Impuls-Telecom;;;Толоко;Антоновский
3137;3205;2021-09-30;Elcomtrading;Министерство обороны;;Филипчук;Антоновский
3138;3206;2021-09-30;Marvel;Калуга Астрал;;Толоко;Антоновский
3139;3207;2021-10-01;Astel;ФГУП «ВИАМ».;Марвел;Толоко;Антоновский
3140;3208;2021-10-01;Marvel;Яндекс;;Толоко;Антоновский
3141;3209;2021-10-01;Obod;Кемеровский Государственный Университет (КемГУ);;Толоко;Антоновский
